url,reason,strategy,score,pmid,ref_text,pm_title
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,A_author_title,1.0,7678184,"Adams HP, Bendixen BH, Kappelle LJ, et al. Classification of subtype of acute ischemic stroke. Defin",Classification of subtype of acute ischemic stroke. Definitions for use in a multicenter clinical tr
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,A_author_title,1.0,25748102,"Sposato LA, Cipriano LE, Saposnik G, et al. Diagnosis of atrial fibrillation after stroke and transi",Diagnosis of atrial fibrillation after stroke and transient ischaemic attack: a systematic review an
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,A_author_title,1.0,37807081,"Tokunaga K, Toyoda K, Kimura S, et al. Association of the timing of atrial fibrillation detection an",Association of the Timing of Atrial Fibrillation Detection and Insular Involvement With the Risk of 
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,B_title_year,1.0,34844239,"Fridman S, Jimenez-Ruiz A, Vargas-Gonzalez JC, et al. Differences between Atrial Fibrillation Detect",Differences between Atrial Fibrillation Detected before and after Stroke and TIA: A Systematic Revie
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,A_author_title,1.0,38631013,"Healey JS, Lopes RD, Granger CB, et al. Apixaban for stroke prevention in subclinical atrial fibrill",Stroke Prevention in Subclinical Atrial Fibrillation. Reply.
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,A_author_title,1.0,34469766,"Svendsen JH, Diederichsen SZ, Højberg S, et al. Implantable loop recorder detection of atrial fibril",Implantable loop recorder detection of atrial fibrillation to prevent stroke (The LOOP Study): a ran
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,low_score,C_author_year,0.25,35590158,"Bernstein RA, Kamel H, Granger CB, et al. Effect of long-term continuous cardiac",The medical response to climate change.
https://hinyan1016.hatenablog.com/entry/2025/11/14/155130,linked,A_author_title,1.0,38739409,"Kamel H, Longstreth Jr WT, Tirschwell DL, et al. Apixaban to prevent recurrence after cryptogenic st",Apixaban to Prevent Recurrence After Cryptogenic Stroke-Reply.
https://hinyan1016.hatenablog.com/entry/2026/01/13/174156,low_score,B_title_year,0.183,37435467,"Paz-Ares L, et al. Durvalumab, with or without tremelimumab, plus platinum-etopo",Hypoparathyroidism: an uncommon adverse effect of treatment with durvalumab.
https://hinyan1016.hatenablog.com/entry/2026/01/13/174156,low_score,B2_title_short,0.183,37435467,"Paz-Ares L, et al. Durvalumab, with or without tremelimumab, plus platinum-etopo",Hypoparathyroidism: an uncommon adverse effect of treatment with durvalumab.
https://hinyan1016.hatenablog.com/entry/2026/01/13/174156,linked,B_title_year,0.95,39990134,"J-TAIL-2: A Prospective, Observational Study of Atezolizumab. JTO Clinical and Research Reports 2024","J-TAIL-2: A Prospective, Observational Study of Atezolizumab Combined With Carboplatin and Etoposide"
https://hinyan1016.hatenablog.com/entry/2026/01/13/174156,low_score,B2_title_short,0.2,16104371,Survival of Patients with Lung Adenocarcinoma Diagnosed in 2000 vs 2020. NEJM Ev,Long-term survival of patients with Wegener's granulomatosis.
https://hinyan1016.hatenablog.com/entry/2026/01/13/174156,linked,B_title_year,1.0,22511687,Carboplatin and Paclitaxel With vs Without Bevacizumab in Older Patients With Advanced Non–Small Cel,Carboplatin and paclitaxel with vs without bevacizumab in older patients with advanced non-small cel
