timestamp,entry_id,url,title,status,detail,replaced,verify
2026-04-19 21:10:13,17179246901369996860,https://hinyan1016.hatenablog.com/entry/2026/03/29/063210,【完全版】細胞外液補充液の使い分け｜生食・リンゲル液を徹底比較,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:17,17179246901369793776,https://hinyan1016.hatenablog.com/entry/2026/03/27/201504,ビタミンB12欠乏症の診断と治療【医療従事者向け総説】原因・症状・MMA/ホモシステイン・補充法を最新エビデンスで解説,ok,置換 2件,2,ok: ISO 8601確認
2026-04-19 21:10:20,17179246901369554537,https://hinyan1016.hatenablog.com/entry/2026/03/27/075518,【全10回まとめ】外来で使える食事指導シリーズ｜疾患別の優先順位を整理,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:23,17179246901369331318,https://hinyan1016.hatenablog.com/entry/2026/03/26/155954,低栄養・フレイル・複数疾患の食事指導｜制限しすぎないための優先順位,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:26,17179246901369346953,https://hinyan1016.hatenablog.com/entry/2026/03/27/051317,消化管手術後の食事指導｜少量頻回と症状別対応の考え方,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:29,17179246901369331339,https://hinyan1016.hatenablog.com/entry/2026/03/27/043730,嚥下障害の食事指導｜やわらかい食事が安全とは限らない,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:32,17179246901369331334,https://hinyan1016.hatenablog.com/entry/2026/03/27/042401,肝臓病の食事指導｜脂肪肝と肝硬変を同じに扱わない,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:35,17179246901369331329,https://hinyan1016.hatenablog.com/entry/2026/03/26/192856,腎臓病の食事指導｜塩分・たんぱく質・カリウムをどう考えるか,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:38,17179246901369354617,https://hinyan1016.hatenablog.com/entry/2026/03/26/161600,肥満の食事指導｜我慢よりも崩れにくい食べ方を作る,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:41,17179246901369331312,https://hinyan1016.hatenablog.com/entry/2026/03/26/155039,糖尿病の食事指導｜甘いものをやめるだけでは改善しない,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:44,17179246901369330996,https://hinyan1016.hatenablog.com/entry/2026/03/26/150523,脂質異常症（高脂血症）の食事指導｜油を減らすだけでは不十分,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:47,17179246901369327011,https://hinyan1016.hatenablog.com/entry/2026/03/26/143053,高血圧の食事指導｜減塩だけでは終わらない外来の基本,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:50,17179246901369321894,https://hinyan1016.hatenablog.com/entry/2026/03/26/140918,食事指導は「何を禁止するか」ではなく「何を守るか」から始める,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:53,17179246901369006509,https://hinyan1016.hatenablog.com/entry/2026/03/25/162707,甲状腺機能異常の鑑別診断 ─ TSH×FT4パターン分類と系統的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:56,17179246901327094310,https://hinyan1016.hatenablog.com/entry/2025/11/30/164447,二日酔い対策ガイド：メカニズムから予防・対処法まで,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:10:59,17179246901368742238,https://hinyan1016.hatenablog.com/entry/2026/03/24/205734,低栄養患者に「どんどん栄養を入れる」のは正しいか ― 再栄養症候群と急性期栄養管理の考え方,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:02,17179246901368702300,https://hinyan1016.hatenablog.com/entry/2026/03/24/184115,前庭神経炎 ― 脳卒中を除外しながら考える急性めまいの臨床診断,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:05,17179246901368126684,https://hinyan1016.hatenablog.com/entry/2026/03/23/051617,YouTube動画 特集 ─ 鑑別診断シリーズ & 医学教育コンテンツ,ok,置換 22件,22,ok: ISO 8601確認
2026-04-19 21:11:08,17179246901368051004,https://hinyan1016.hatenablog.com/entry/2026/03/22/220206,意識消失発作（TLOC）の鑑別診断 — 失神・てんかん・PNESを見極める系統的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:11,17179246901367959744,https://hinyan1016.hatenablog.com/entry/2026/03/22/171026,貧血の鑑別診断 ─ MCV分類と8ステップで系統的に迫る,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:14,17179246901367798523,https://hinyan1016.hatenablog.com/entry/2026/03/22/074748,肝機能障害（トランスアミナーゼ上昇）の鑑別診断 ─ 7ステップで系統的に迫る,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:17,17179246901367138398,https://hinyan1016.hatenablog.com/entry/2026/03/20/125143,高カルシウム血症の鑑別診断：PTHを軸にした実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:20,17179246901367041186,https://hinyan1016.hatenablog.com/entry/2026/03/20/082431,不明熱（FUO）の鑑別：病型・病因群・PDCで進める実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:24,17179246901366732794,https://hinyan1016.hatenablog.com/entry/2026/03/19/113452,パーキンソン病における誤嚥性肺炎：早期から予測し、予防する合併症,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:27,17179246901366726390,https://hinyan1016.hatenablog.com/entry/2026/03/19/110951,歩行障害・協調運動障害の鑑別診断｜神経診察で局在を絞る実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:31,17179246901366027709,https://hinyan1016.hatenablog.com/entry/2026/03/18/001634,急性胸痛の鑑別診断：まず危険なものから外す実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:34,17179246901365687036,https://hinyan1016.hatenablog.com/entry/2026/03/17/060041,正座から立ち上がると、なぜクラッとするのか ― 立ちくらみが起こる理由と、気をつけたいサイン,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:37,17179246901365568074,https://hinyan1016.hatenablog.com/entry/2026/03/16/194738,呼吸困難（息切れ）の鑑別診断：重症度・時間経過・病態群で組み立てる実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:40,17179246901365092569,https://hinyan1016.hatenablog.com/entry/2026/03/15/125012,意識障害の鑑別：局在・病態・時間軸で整理する実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:44,17179246901365023443,https://hinyan1016.hatenablog.com/entry/2026/03/15/090118,めまいの鑑別：時間経過・誘因・眼球運動から組み立てる実践的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:47,17179246901365016347,https://hinyan1016.hatenablog.com/entry/2026/03/15/083259,頭痛の鑑別 ── 二次性頭痛を先に拾い、一次性頭痛を積極的に診断する,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:50,17179246901364310352,https://hinyan1016.hatenablog.com/entry/2026/03/13/184534,動物園のゾウはどうやって運ぶのか！？,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:53,17179246901363991053,https://hinyan1016.hatenablog.com/entry/2026/03/12/103828,自己免疫疾患CAR-Tの全体像  ：神経内科医のための整理,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:56,17179246901363689098,https://hinyan1016.hatenablog.com/entry/2026/03/11/143022,全身浮腫の鑑別診断 — 系統的アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:11:59,17179246901363557917,https://hinyan1016.hatenablog.com/entry/2026/03/11/060732,EAN 2024ガイドライン（発表は2026年）：無症候性・乏症候性高CK血症の診断アプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:02,17179246901363135229,https://hinyan1016.hatenablog.com/entry/2026/03/10/122240,レカネマブ投与を検討していた高齢者で心房細動（Af）が見つかったらどうするか,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:05,17179246901362915025,https://hinyan1016.hatenablog.com/entry/2026/03/10/063521,帯状疱疹は「皮膚の病気」ではない ― 神経障害の全体像を理解する,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:08,17179246901362344716,https://hinyan1016.hatenablog.com/entry/2026/03/09/033450,エーリッヒ・フロム『愛するということ』をわかりやすく読む — 愛は「気持ち」ではなく「育てる力」である,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:11,17179246901362390549,https://hinyan1016.hatenablog.com/entry/2026/03/08/203506,五十肩の非薬物療法 ― 外来で使える実践ガイド,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:14,17179246901361733683,https://hinyan1016.hatenablog.com/entry/2026/03/07/044726,Claude4.6opus(claude code)にきいてみた【幸福とは何か──「いい人生」を自分の言葉で語るために】,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:18,17179246901361217842,https://hinyan1016.hatenablog.com/entry/2026/03/05/185910,外傷・術後の抗てんかん薬：いつ始めて、いつ止めるか,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:22,17179246901361211386,https://hinyan1016.hatenablog.com/entry/2026/03/05/183646,くも膜嚢胞（Arachnoid Cyst）の臨床総説 — 定義・疫学・病態生理・治療・再発,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:24,17179246901361012443,https://hinyan1016.hatenablog.com/entry/2026/03/05/065757,めまいに有効な「前庭リハビリ」とは何か ― 脳神経内科医が知っておくべき基本と実践 ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:27,17179246901360758546,https://hinyan1016.hatenablog.com/entry/2026/03/04/103556,脳神経内科医がよく遭遇する「誤解」10選 — 外来で何度も説明すること,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:30,17179246901360752701,https://hinyan1016.hatenablog.com/entry/2026/03/04/101113,脳神経内科医がよく遭遇する「漫然検査」10選 — その検査、本当に必要ですか？,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:34,17179246901360743608,https://hinyan1016.hatenablog.com/entry/2026/03/04/093107,脳神経内科医がよく遭遇する「漫然処方薬」10選 — その薬、本当に必要ですか？,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:37,17179246901360741954,https://hinyan1016.hatenablog.com/entry/2026/03/04/092253,脳循環代謝改善薬は本当に必要か？ ― 脳梗塞慢性期で「漫然投与」を見直すための実践ガイド,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:40,17179246901360681993,https://hinyan1016.hatenablog.com/entry/2026/03/04/031647,日本で使える花粉症の抗アレルギー薬ガイド（2026年3月時点）,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:43,17179246901360547433,https://hinyan1016.hatenablog.com/entry/2026/03/03/182951,花粉症なのに果物で口がかゆい？ ― 花粉食物アレルギー症候群（PFAS）をわかりやすく解説 ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:46,17179246901360420481,https://hinyan1016.hatenablog.com/entry/2026/03/03/114423,【やさしく解説】個人情報保護法の「3年ごと見直し」で何が変わる？ ― 2026年1月の制度改正方針を徹底解説,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:49,17179246901360322442,https://hinyan1016.hatenablog.com/entry/2026/03/03/051916,眼瞼けいれん（ブレファロスパズム）の実践的総説,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:52,17179246901360317705,https://hinyan1016.hatenablog.com/entry/2026/03/03/043040,急性期病院から回復期リハビリ・療養型病院への転院時における抗てんかん薬切替の総合分析,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:55,17179246901359990374,https://hinyan1016.hatenablog.com/entry/2026/03/02/055927,受精卵への遺伝子編集――医療の福音か、人類への問いかけか,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:12:59,17179246901359809975,https://hinyan1016.hatenablog.com/entry/2026/03/01/164259,「誰を助けるか」を問い直す ― 医療費48兆円時代の資源配分論,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:02,17179246901359623374,https://hinyan1016.hatenablog.com/entry/2026/03/01/051721,【徹底解説】救急・集中治療における生命維持治療の終了／差し控えに関する4学会合同ガイドライン（パブリックコメント版）,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:05,17179246901359269935,https://hinyan1016.hatenablog.com/entry/2026/02/28/062454,金縛り（睡眠麻痺）を脳神経内科医が医学的に解説：怖いけれど、多くは「病気ではない」現象です,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:08,17179246901359257390,https://hinyan1016.hatenablog.com/entry/2026/02/28/033415,ブリーバラセタム静注製剤（ブリィビアクト静注25mg）徹底解説 ── 臨床・薬学的視点から,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:11,17179246901358893752,https://hinyan1016.hatenablog.com/entry/2026/02/27/021111,脳神経領域の線維芽細胞と線維性瘢痕が面白い理由と再生医療への応用,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:14,17179246901358722615,https://hinyan1016.hatenablog.com/entry/2026/02/26/151006,脳のミクログリアって何？ ─ 少し深掘り,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:17,17179246901358720741,https://hinyan1016.hatenablog.com/entry/2026/02/26/150249,アドレノメデュリン（AM）と脳神経領域への応用 ― 血管を守るペプチドの可能性,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:20,17179246901358672989,https://hinyan1016.hatenablog.com/entry/2026/02/26/115020,仕事の疲れをとる「エビデンスのある方法」 ― 忙しい医療者にも実践可能な、科学的に支持された回復戦略 ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:23,17179246901358597003,https://hinyan1016.hatenablog.com/entry/2026/02/26/052406,メトホルミンの糖尿病治療以外の用途に関する最新エビデンスと臨床応用可能性（2026年2月時点）,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:26,17179246901358281594,https://hinyan1016.hatenablog.com/entry/2026/02/25/121915,宇宙医学の最前線,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:30,17179246901358095947,https://hinyan1016.hatenablog.com/entry/2026/02/24/185136,寝違え（急性頸部痛・寝違え症候群）の医学的解説と安全な対処法,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:33,17179246901357937383,https://hinyan1016.hatenablog.com/entry/2026/02/24/085849,人間ドックの検査項目：費用対効果が高い検査の見極めと、これから注目される技術,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:36,17179246901357932477,https://hinyan1016.hatenablog.com/entry/2026/02/24/083752,受験本番直前にできること：前日・当日の実務チェックガイド,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:39,17179246901357886856,https://hinyan1016.hatenablog.com/entry/2026/02/24/030954,頭痛の非薬物療法：生活習慣の改善で頭痛をコントロールする,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:43,17179246901357662017,https://hinyan1016.hatenablog.com/entry/2026/02/23/152401,花粉症治療の最新動向【統合版】,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:46,17179246901357512729,https://hinyan1016.hatenablog.com/entry/2026/02/23/062056,新規抗うつ薬ザズベイ®（ズラノロン）：GABA作動性という新たなアプローチ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:49,17179246901357501275,https://hinyan1016.hatenablog.com/entry/2026/02/23/043315,治らない神経疾患の告知戦略：絶望を希望へと昇華させる対話の極意,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:52,17179246901356446612,https://hinyan1016.hatenablog.com/entry/2026/02/20/060049,てんかんに対するVNS・DBS・RNS治療を「機序」と「エビデンス」から解説,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:55,17179246901356436861,https://hinyan1016.hatenablog.com/entry/2026/02/20/041519,てんかんにおける食事療法の実際 ― ケトン食・修正アトキンス食・低GI食の位置づけ ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:13:58,17179246901356340034,https://hinyan1016.hatenablog.com/entry/2026/02/19/195344,🌸 華道入門ガイド ― 歴史・流派・用具・生け方・学び方を初心者向けに,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:01,17179246901356287929,https://hinyan1016.hatenablog.com/entry/2026/02/19/164508,医療安全活動を成功させる方法,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:04,17179246901356113581,https://hinyan1016.hatenablog.com/entry/2026/02/19/045614,"「日本の金を売れば財政が良くなる？」──国家の""最後の保険""としての金準備を考える",ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:08,17179246901355301082,https://hinyan1016.hatenablog.com/entry/2026/02/17/013750,    ドラマのような記憶喪失は本当にあるのか？ ― 脳神経内科医が臨床経験から考える ― ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:11,17179246901354967057,https://hinyan1016.hatenablog.com/entry/2026/02/16/015132,成人NF1治療薬の最新動向と展望,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:13,17179246901354966902,https://hinyan1016.hatenablog.com/entry/2026/02/16/014958,パーキンソン病とは？ ― 症状・原因・治療を専門医がやさしく解説 ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:17,17179246901354626499,https://hinyan1016.hatenablog.com/entry/2026/02/15/033326,「3億円の薬」は本当に効くのか？― DMD遺伝子治療エレビジスのエビデンスを読み解く,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:20,17179246901354345370,https://hinyan1016.hatenablog.com/entry/2026/02/14/090844,バレンタインデーとは何か？ ― 欧米と日本の違いから見える文化の違い ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:23,17179246901353786097,https://hinyan1016.hatenablog.com/entry/2026/02/13/024135,てんかん発作を見たらどうする？ ― 専門医が教える「正しい対応」と「やってはいけないこと」 ―,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:26,17179246901353799055,https://hinyan1016.hatenablog.com/entry/2026/02/13/023949,認知症とは？ ― 症状・原因・受診の目安、そして最新治療まで専門医がやさしく解説,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:30,17179246901353671997,https://hinyan1016.hatenablog.com/entry/2026/02/12/102858,焦点性てんかん重積状態の急性期から亜急性期におけるMRI所見 ― DWIとASLを中心に,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:33,17179246901353584747,https://hinyan1016.hatenablog.com/entry/2026/02/12/010038,アルツハイマー型認知症のバイオマーカー総説 ─ 2024–2025年の診断・治療実装を中心に,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:36,17179246901353299724,https://hinyan1016.hatenablog.com/entry/2026/02/11/092458,放射性ヨウ素SPECT検査における甲状腺ブロックまとめ,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:39,17179246901352983939,https://hinyan1016.hatenablog.com/entry/2026/02/10/091635,低体温症総説 ― 原因・重症度分類・意識障害・予防・治療,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:42,17179246901352864770,https://hinyan1016.hatenablog.com/entry/2026/02/09/210130,認知機能検査で不合格になった高齢運転者に関して：「第1分類」患者への診察と対応ガイド,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:45,17179246901352855455,https://hinyan1016.hatenablog.com/entry/2026/02/09/203327,高齢者の難聴には補聴器を – 生活の質と認知機能を守るために,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:48,17179246901352733780,https://hinyan1016.hatenablog.com/entry/2026/02/09/123357,"一過性全健忘（Transient Global Amnesia, TGA）とは",ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:52,17179246901352501896,https://hinyan1016.hatenablog.com/entry/2026/02/08/190841,2026年2月初旬 インフルエンザ流行状況と対策【特にB型の動向】,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:56,17179246901352271304,https://hinyan1016.hatenablog.com/entry/2026/02/08/025521,高齢者の手の震え – 原因の見分け方と対処法を専門医が解説,ok,置換 1件,1,ok: ISO 8601確認
2026-04-19 21:14:59,17179246901352271019,https://hinyan1016.hatenablog.com/entry/2026/02/08/025151,脳神経内科に行くべき症状とは？〜見逃せないサインと受診のポイント,ok,置換 1件,1,ok: ISO 8601確認
