url,reason,strategy,score,pmid,ref_text,pm_title
https://hinyan1016.hatenablog.com/entry/2026/01/13/234631,low_score,B_title_year,0.287,32746531,de Bruijn MAAM. Autoimmune encephalitis and epilepsy（学位論文）. Erasmus University R,"Commentary on ""Autoimmune encephalitis and epilepsy: evolving definition and cli"
https://hinyan1016.hatenablog.com/entry/2026/01/13/234631,low_score,B2_title_short,0.287,32746531,de Bruijn MAAM. Autoimmune encephalitis and epilepsy（学位論文）. Erasmus University R,"Commentary on ""Autoimmune encephalitis and epilepsy: evolving definition and cli"
https://hinyan1016.hatenablog.com/entry/2026/01/13/234631,linked,B_title_year,1.0,33618141,"Ilyas-Feldmann M, et al. Long-term seizure outcome and antiseizure medication use in autoimmune ence",Long-term seizure outcome and antiseizure medication use in autoimmune encephalitis.
https://hinyan1016.hatenablog.com/entry/2026/01/13/234631,low_score,B_title_year,0.35,33029957,"Park S, et al. Autoimmune epilepsy. J Clin Neurol 2020;16(4):519-529.",Clinical Approach to Autoimmune Epilepsy.
https://hinyan1016.hatenablog.com/entry/2026/01/13/234631,low_score,C_author_year,0.15,36210772,"Park S, et al. Autoimmune epilepsy. J Clin Neurol 2020;16(4):519-529.",Enteric Polymer-Coated Porous Silicon Nanoparticles for Site-Specific Oral Deliv
https://hinyan1016.hatenablog.com/entry/2026/01/13/234631,linked,B2_title_short,1.0,30979857,"de Bruijn MAAM, et al. Evaluation of seizure treatment in anti-LGI1, anti-NMDAR, and anti-GABABR enc","Evaluation of seizure treatment in anti-LGI1, anti-NMDAR, and anti-GABA(B)R encephalitis."
https://hinyan1016.hatenablog.com/entry/2025/10/21/104745,linked,B_title_year,1.0,29656433,"Bryant-Smith AC, et al. Antifibrinolytics for heavy menstrual bleeding. Cochrane Database Syst Rev. ",Antifibrinolytics for heavy menstrual bleeding.
https://hinyan1016.hatenablog.com/entry/2025/10/21/104745,linked,A_author_title,1.0,25644784,"Passali GC, et al. Carbazochrome-sodium sulfonate: old drug, new application. J Clin Pharmacol. 2015",An old drug for a new application: carbazochrome-sodium-sulfonate in HHT.
https://hinyan1016.hatenablog.com/entry/2025/10/24/061916,linked,B2_title_short,0.96,39051318,Global Initiative for Asthma (GINA) 2024/2025,Global Initiative for Asthma Guidelines 2024: An Update.
https://hinyan1016.hatenablog.com/entry/2025/11/05/115554,low_score,A_author_title,0.67,8660159,Keane JR. Multiple cranial nerve palsies: analysis of 979 cases. Arch Neurol. 19,Twelfth-nerve palsy. Analysis of 100 cases.
https://hinyan1016.hatenablog.com/entry/2025/11/05/115554,low_score,B2_title_short,0.35,9031122,Keane JR. Multiple cranial nerve palsies: analysis of 979 cases. Arch Neurol. 19,Primary lymphoma of the skull presenting as multiple cranial nerve palsies.
https://hinyan1016.hatenablog.com/entry/2025/11/05/115554,low_score,C_author_year,0.295,9552519,Keane JR. Multiple cranial nerve palsies: analysis of 979 cases. Arch Neurol. 19,Clinical and angiographic outcome of elective stent implantation in small corona
https://hinyan1016.hatenablog.com/entry/2026/01/10/024125,low_score,B_title_year,0.247,34332805,ACC. Consensus on ASCVD Risk Reduction in Hypertriglyceridemia. J Am Coll Cardio,2021 ACC Expert Consensus Decision Pathway on the Management of ASCVD Risk Reduc
https://hinyan1016.hatenablog.com/entry/2026/01/10/024125,low_score,B2_title_short,0.247,34332805,ACC. Consensus on ASCVD Risk Reduction in Hypertriglyceridemia. J Am Coll Cardio,2021 ACC Expert Consensus Decision Pathway on the Management of ASCVD Risk Reduc
https://hinyan1016.hatenablog.com/entry/2026/01/10/024125,linked,A_author_title,1.0,28304224,"Sabatine MS, et al. Evolocumab and Clinical Outcomes in Patients with Cardiovascular Disease (FOURIE",Evolocumab and Clinical Outcomes in Patients with Cardiovascular Disease.
https://hinyan1016.hatenablog.com/entry/2026/01/10/024125,linked,B_title_year,1.0,26039521,"Cannon CP, et al. Ezetimibe Added to Statin Therapy after Acute Coronary Syndromes (IMPROVE-IT). N E",Ezetimibe Added to Statin Therapy after Acute Coronary Syndromes.
https://hinyan1016.hatenablog.com/entry/2026/01/10/024125,low_score,C_author_year,0.25,30701031,"Grundy SM, et al. 2018 AHA/ACC Guideline on the Management of Blood Cholesterol.",Genetic biomarkers predict response to dual BCL-2 and MCL-1 targeting in acute m
https://hinyan1016.hatenablog.com/entry/2026/01/10/024125,low_score,B_title_year,0.138,20709667,ACCORD Study Group. Effects of combination lipid therapy in type 2 diabetes mell,Improved survival for multiple myeloma in denmark based on autologous stem cell 
https://hinyan1016.hatenablog.com/entry/2025/08/07/221658,linked,B_title_year,0.98,37310582,"Ascher JL, Kohli R. Hepatic encephalopathy in children. Indian J Pediatr. 2023;91:280-285",Hepatic Encephalopathy in Children.
https://hinyan1016.hatenablog.com/entry/2025/08/07/221658,linked,B_title_year,0.95,26041962,"Jalan R, Damink SWM, Deutz NEP, et al. Pathogenesis of hepatic encephalopathy: role of ammonia and s",Pathogenesis of hepatic encephalopathy: role of ammonia and systemic inflammation.
https://hinyan1016.hatenablog.com/entry/2025/08/07/221658,linked,B_title_year,1.0,30706420,"Bajaj JS et al. Hepatic Encephalopathy: Definition, Clinical Grading and Diagnostic Principles. J He","Hepatic Encephalopathy: Definition, Clinical Grading and Diagnostic Principles."
https://hinyan1016.hatenablog.com/entry/2025/08/07/221658,low_score,B2_title_short,0.183,38135758,Jahagirdar V. Back to Basics: Decoding Hepatic Encephalopathy. Liver Fellow Netw,Decoding the basis of histological variation in human cancer.
https://hinyan1016.hatenablog.com/entry/2025/08/07/221658,low_score,C_author_year,0.25,40061668,Jahagirdar V. Back to Basics: Decoding Hepatic Encephalopathy. Liver Fellow Netw,Assessment of Expression of Mast Cells Density in Oral Premalignant and Malignan
https://hinyan1016.hatenablog.com/entry/2025/08/07/221658,linked,A_author_title,1.0,28613619,"Mandiga P, Kommu S, Bollu PC. Hepatic Encephalopathy. StatPearls [Internet]. Treasure Island (FL): S",Hepatic Encephalopathy.
https://hinyan1016.hatenablog.com/entry/2025/09/09/073455,linked,A_author_title,1.0,11719745,"Purssell RA, et al. Derivation and validation of a formula to calculate the contribution of ethanol ",Derivation and validation of a formula to calculate the contribution of ethanol to the osmolal gap.
https://hinyan1016.hatenablog.com/entry/2025/09/09/073455,linked,A_author_title,1.0,33457048,Jones AW. Reflections on variability in the blood–breath ratio of ethanol and its importance… 2020（血,Reflections on variability in the blood-breath ratio of ethanol and its importance when evidential b
https://hinyan1016.hatenablog.com/entry/2025/11/30/082846,low_score,B2_title_short,0.225,41375579,"Sato K, et al. Real-world implementation of lecanemab in Japan: Early experience",Early Outcomes of Lecanemab for Alzheimer's Disease in the Veterans Health Admin
https://hinyan1016.hatenablog.com/entry/2025/11/30/082846,low_score,C_author_year,0.25,41947994,"Sato K, et al. Real-world implementation of lecanemab in Japan: Early experience",Identification of QTLs for brown spot resistance in rice.
https://hinyan1016.hatenablog.com/entry/2025/12/04/185834,low_score,B_title_year,0.25,35077466,American Psychiatric Association. Diagnostic and Statistical Manual of Mental Di,Representation of women at American Psychiatric Association annual meetings over
https://hinyan1016.hatenablog.com/entry/2026/01/12/223601,linked,C_author_year,1.0,847061,Bandura A. Self-efficacy: Toward a unifying theory of behavioral change. Psychol Rev. 1977;84(2):191,Self-efficacy: toward a unifying theory of behavioral change.
https://hinyan1016.hatenablog.com/entry/2026/01/12/223601,low_score,C_author_year,0.312,16351326,"Lyubomirsky S, Sheldon KM, Schkade D. Pursuing happiness: The architecture of su",The benefits of frequent positive affect: does happiness lead to success?
https://hinyan1016.hatenablog.com/entry/2026/01/22/085959,low_score,C_author_year,0.25,36169191,"Spinks A, Wasiak J. Scopolamine for preventing and treating motion sickness. Coc",A Coiled Carbon Nanotube Yarn-Integrated Surface Electromyography System To Moni
https://hinyan1016.hatenablog.com/entry/2026/01/22/085959,linked,C_author_year,1.0,36250781,"Karrim Ali, A. et al. Antihistamines for preventing and treating motion sickness. Cochrane Database ",Antihistamines for motion sickness.
https://hinyan1016.hatenablog.com/entry/2026/01/22/085959,low_score,B2_title_short,0.233,34792633,"Reuben, B. et al. Motion sickness diagnostic criteria: Consensus document of the",Altered brain network functional connectivity patterns in patients with vestibul
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,A_author_title,0.2,35491432,"Zhou B, et al. Monitoring of disease progression and biomarker discovery in INAD",Phase Ib study of anlotinib combined with TQB2450 in pretreated advanced biliary
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,B2_title_short,0.241,36503223,"Zhou B, et al. Monitoring of disease progression and biomarker discovery in INAD",Intra-Individual Variation in Disease-Specific IgG Fc Glycoform Ratios to Monito
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,C_author_year,0.292,41555492,"Zhou B, et al. Monitoring of disease progression and biomarker discovery in INAD",Enhancing interpretation of clinical disease-associated copy number variations f
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,linked,B2_title_short,0.95,37947042,"Kurian MA, et al. Neurodegeneration with brain iron accumulation disorders: the emerging therapeutic",Neurodegeneration with Brain Iron Accumulation Disorders and Retinal Neurovascular Structure.
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,B_title_year,0.142,19560787,"Neuroferritinopathy. Gregory A, et al. J Neurol Sci. 2009;284(1-2):134-139 / Rad","Letter to the editor on a paper by Kimura A, Yoshiro H, Yuasa T. Chronic inflamm"
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,B2_title_short,0.163,29237931,Hogarth P. New developments in neurodegeneration with brain iron accumulation: e,Tau-mediated Neurodegeneration and Potential Implications in Diagnosis and Treat
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,C_author_year,0.25,29276462,Hogarth P. New developments in neurodegeneration with brain iron accumulation: e,Chiropractic Care in the Management of Inactive Ankylosing Spondylitis: A Case S
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,low_score,A_author_title,0.688,23736975,"Schneider SA, Bhatia KP. Neurodegeneration with brain iron accumulation – clinic","Dystonic opisthotonus: a ""red flag"" for neurodegeneration with brain iron accumu"
https://hinyan1016.hatenablog.com/entry/2025/08/14/183023,linked,B2_title_short,0.95,23447832,"Schneider SA, Bhatia KP. Neurodegeneration with brain iron accumulation – clinical syndromes and the",Neurodegeneration with Brain Iron Accumulation Disorders Overview.
https://hinyan1016.hatenablog.com/entry/2025/10/30/095502,linked,B_title_year,1.0,26086182,Morris MC et al. MIND diet slows cognitive decline with aging. Alzheimer's Dement. 2015.,MIND diet slows cognitive decline with aging.
https://hinyan1016.hatenablog.com/entry/2025/10/30/095502,low_score,B_title_year,0.138,39710175,University of Hawaii News. MIND diet may reduce dementia risk by up to 25%. 2025,Delivering the news of an intraoperative death; literature-based guidance from t
https://hinyan1016.hatenablog.com/entry/2025/10/30/095502,low_score,B2_title_short,0.138,39710175,University of Hawaii News. MIND diet may reduce dementia risk by up to 25%. 2025,Delivering the news of an intraoperative death; literature-based guidance from t
https://hinyan1016.hatenablog.com/entry/2025/12/09/102429,low_score,B_title_year,0.737,34444905,U.S. Pharmacopeia (USP). Safety Review of Gamma-Aminobutyric Acid (GABA). USP Co,United States Pharmacopeia (USP) Safety Review of Gamma-Aminobutyric Acid (GABA)
https://hinyan1016.hatenablog.com/entry/2025/12/09/102429,linked,A_author_title,1.0,19811362,"Shimada M, et al. Anti-hypertensive effect of gamma-aminobutyric acid (GABA)-rich Chlorella on high-",Anti-hypertensive effect of gamma-aminobutyric acid (GABA)-rich Chlorella on high-normal blood press
https://hinyan1016.hatenablog.com/entry/2025/12/21/213230,linked,A_author_title,1.0,32657153,"Mackenzie IRA, et al. TDP-43 pathology in primary lateral sclerosis. Acta Neuropathol. 2020;139(6):1",TDP-43 pathology in primary lateral sclerosis.
https://hinyan1016.hatenablog.com/entry/2025/12/21/213230,low_score,B_title_year,0.4,18808900,"Tartaglia MC, et al. Differentiation between primary lateral sclerosis and amyot",Chapter 15 Juvenile amyotrophic lateral sclerosis.
https://hinyan1016.hatenablog.com/entry/2025/12/21/213230,linked,B2_title_short,1.0,17296839,"Tartaglia MC, et al. Differentiation between primary lateral sclerosis and amyotrophic lateral scler",Differentiation between primary lateral sclerosis and amyotrophic lateral sclerosis: examination of 
https://hinyan1016.hatenablog.com/entry/2025/12/21/213230,linked,A_author_title,0.845,37009451,"Verde F, et al. Serum neurofilament light chain levels in primary lateral sclerosis and upper motor ",Phenotypic correlates of serum neurofilament light chain levels in amyotrophic lateral sclerosis.
https://hinyan1016.hatenablog.com/entry/2025/12/21/213230,linked,A_author_title,1.0,40379483,"Lester DG, et al. Progression and life expectancy in primary lateral sclerosis. J Neurol Neurosurg P",Progression and life expectancy in primary lateral sclerosis.
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,linked,A_author_title,1.0,33181081,"Mackenzie IS, Ford I, Nuki G, et al. Long-term cardiovascular safety of febuxostat compared with all",Long-term cardiovascular safety of febuxostat compared with allopurinol in patients with gout (FAST)
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,low_score,A_author_title,0.15,30647505,"White WB, Becker MA, Schechter BM, et al. Cardiovascular safety of febuxostat or",Allopurinol-induced Drug Reactions with Eosinophilia and Systemic Symptoms Syndr
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,low_score,B_title_year,0.208,30542798,"White WB, Becker MA, Schechter BM, et al. Cardiovascular safety of febuxostat or","Gout lessons from 2018: CARES, a direct comparison of febuxostat vs allopurinol,"
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,linked,B2_title_short,1.0,30338969,"White WB, Becker MA, Schechter BM, et al. Cardiovascular safety of febuxostat or allopurinol in pati",Cardiovascular Safety of Febuxostat.
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,low_score,B2_title_short,0.243,21796116,"Goldfarb DS, MacDonald PA, Hunt B, Kosinski B, Chefo S, Greenwald M. Treating to",Relationship between serum urate and plasma oxypurinol in the management of gout
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,low_score,C_author_year,0.25,22275679,"Goldfarb DS, MacDonald PA, Hunt B, Kosinski B, Chefo S, Greenwald M. Treating to",Control and implementation of a powered lower limb orthosis to aid walking in pa
https://hinyan1016.hatenablog.com/entry/2026/01/06/021814,low_score,C_author_year,0.25,36779003,Neogi T. Gout. N Engl J Med. 2022;387(20):1843-1852.,"Impact of COVID-19 Pandemic on Physical Activity, Pain, Mood, and Sleep in Adult"
https://hinyan1016.hatenablog.com/entry/2025/08/16/083402,low_score,B_title_year,0.183,39353235,"Furukawa Y, Imai K, Takahashi Y, et al. Comparative efficacy and acceptability o","Surgery, chemoradiotherapy, or chemoradiation plus immunotherapy: Treatment stra"
https://hinyan1016.hatenablog.com/entry/2025/08/16/083402,low_score,B2_title_short,0.236,39685588,"Furukawa Y, Imai K, Takahashi Y, et al. Comparative efficacy and acceptability o",The Efficacy and Acceptability of Flash Glucose Monitoring in Pregnant Women wit
https://hinyan1016.hatenablog.com/entry/2025/08/16/083402,low_score,C_author_year,0.375,40495937,"Furukawa Y, Imai K, Takahashi Y, et al. Comparative efficacy and acceptability o",Cognitive bias modification for social anxiety: protocol for a living systematic
https://hinyan1016.hatenablog.com/entry/2025/10/05/201316,low_score,C_author_year,0.25,41063578,"Zhu B, et al. High-caloric therapy for ALS: a systematic review and meta-analysi",The interplay between textual procedures and material operations from the viewpo
https://hinyan1016.hatenablog.com/entry/2025/10/05/201316,low_score,C_author_year,0.25,41063578,"Zhu B, et al. High-caloric therapy for ALS: a systematic review and meta-analysi",The interplay between textual procedures and material operations from the viewpo
https://hinyan1016.hatenablog.com/entry/2025/11/19/050125,linked,B_title_year,1.0,33677974,"Mac Grory B, et al. Management of Central Retinal Artery Occlusion: A Scientific Statement From the ",Management of Central Retinal Artery Occlusion: A Scientific Statement From the American Heart Assoc
https://hinyan1016.hatenablog.com/entry/2025/11/19/050125,linked,B2_title_short,0.8,38154618,"Yuan A, et al. Central retinal artery occlusion: a stroke of the eye. Eye (Lond). 2023 Nov;37(11):21",Central Retinal Artery Occlusion: Visual Outcomes from a Large Northern California Cohort.
https://hinyan1016.hatenablog.com/entry/2025/11/19/050125,linked,B_title_year,1.0,33677974,"Mac Grory B, et al. Management of Central Retinal Artery Occlusion: A Scientific Statement From the ",Management of Central Retinal Artery Occlusion: A Scientific Statement From the American Heart Assoc
https://hinyan1016.hatenablog.com/entry/2025/12/21/213447,low_score,C_author_year,0.25,41924021,"Zhuang W, et al. ARF/RHD: molecular mimicry and beyond. Frontiers. 2025.",Impact of an emergency department bypass referral pathway for surgically managed
https://hinyan1016.hatenablog.com/entry/2025/12/21/213447,low_score,C_author_year,0.4,37409132,"Gouttefangeas C, et al. T cell cross-reactivity: balancing specificity and diver",The good and the bad of T cell cross-reactivity: challenges and opportunities fo
https://hinyan1016.hatenablog.com/entry/2025/12/21/213447,low_score,C_author_year,0.25,41715330,Nobel Prize press release 2025: Discoveries concerning peripheral immune toleran,Design of efficient high-order immersed metagratings using an evolutionary algor
